Motion Database Converter
  Frame 1363: 29.71/78.62
  Frame 1364: 29.66/78.52
  Frame 1365: 29.58/78.57
  Frame 1366: 29.63/78.39
  Frame 1367: 29.62/78.30
  Frame 1368: 29.62/78.23
  Frame 1369: 29.61/78.24
  Frame 1370: 29.62/78.31
  Frame 1371: 29.59/78.30
  Frame 1372: 29.60/78.18
  Frame 1373: 29.53/78.36
  Frame 1374: 29.56/78.27
  Frame 1375: 29.49/78.46
  Frame 1376: 29.52/78.45
  Frame 1377: 29.49/78.53
  Frame 1378: 29.52/78.59
  Frame 1379: 29.52/78.41
  Frame 1380: 29.54/78.35
  Frame 1381: 29.55/78.32
  Frame 1382: 29.58/78.45
  Frame 1383: 29.57/78.42
  Frame 1384: 29.65/78.23
  Frame 1385: 29.55/78.29
  Frame 1386: 29.63/78.36
  Frame 1387: 29.66/78.44
  Frame 1388: 29.76/78.34
  Frame 1389: 29.82/78.21
  Frame 1390: 29.78/78.35
  Frame 1391: 29.85/78.62
  Frame 1392: 29.96/78.57
  Frame 1393: 29.97/78.73
  Frame 1394: 30.02/78.79
  Frame 1395: 30.03/79.00
  Frame 1396: 30.05/79.07
  Frame 1397: 30.05/79.04
  Frame 1398: 30.03/79.05
  Frame 1399: 29.98/79.06
  Frame 1400: 29.92/79.07
  Frame 1401: 29.85/79.00
  Frame 1402: 29.78/79.02
  Frame 1403: 29.73/79.09
  Frame 1404: 29.68/79.16
